cohort,concept,source_type,variable_or_line,label_or_snippet,source_file,evidence_status
SHARE,weight,stata_label,s8weight,s8weight:w8 S Weight in kilograms,/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,metadata mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 26,"merge 1:1 ID using ""$raw_data\2011charls\weight.dta"",keep(1 3) nogen nolabel",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Dofiles/no.1_charls_11.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 21,"merge 1:1 ID using ""$raw_data/2020charls/Weights.dta"",nogen nolabel",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Dofiles/no.5_charls_20.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 26,"merge m:1 communityID using ""$raw_data/2011charls/psu.dta"",keep(1 3) nogen nolabel",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Dofiles/no.5_charls_20.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 25,"merge m:1 communityID using ""$raw_data\2013charls\PSU.dta"",nogen nolabel",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Dofiles/no.6_数据合并.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 28,"global wave_1_weight		""`inputw1'/weight""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 36,"global wave_1_psu			""`inputw1'/psu""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 46,"global wave_2_weight 		""`inputw2'/Weights""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 53,"global wave_2_psu			""`inputw2'/PSU""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 76,"global wave_4_weight		""`inputw4'/Weights""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 535,***Prepare Wave 2 Demog Weight file for merging,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 920,***merge with weight file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 934,***merge with psu file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 989,***Household weight without non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 991,"label variable r`wv'wthh ""r`wv'wthh:w`wv' Household weight without non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 993,***Household weight with non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 995,"label variable r`wv'wthha ""r`wv'wthha:w`wv' Household weight with non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 997,***Individual weight without non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 998,gen r`wv'wtresp = ind_weight  if inw1==1,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 999,"label variable r`wv'wtresp ""r`wv'wtresp:w`wv' Individual weight without non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1002,***Individual weight with HH non-response adjustment****,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1004,"label var r`wv'wtrespa ""r`wv'wtrespa:w`wv' Individual weight with HH non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1006,***Individual weight with HH/Ind non-response adjustment,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1008,"label var r`wv'wtrespb ""r`wv'wtrespb:w`wv' Individual weight with HH/Ind non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1010,***Individual biomarker weight with HH non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1012,"label var r`wv'wtrespbioa ""r`wv'wtrespbioa:w`wv' Individual biomarker weight with HH non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1014,***Individual biomarker weight with HH/Ind non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1016,"label var r`wv'wtrespbiob ""r`wv'wtrespbiob:w`wv' Individual biomarker weight with HH/Ind non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1292,****drop CHARLs weight raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1298,****drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1339,***merge with weight file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1346,***merge with psu file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1539,***Household weight without non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1542,"label variable r`wv'wthh ""r`wv'wthh:w`wv' Household weight without non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1544,***Household weight with non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1547,"label variable r`wv'wthha ""r`wv'wthha:w`wv' Household weight with non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1549,***Household longitudinal weight ***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1552,"label variable r`wv'wthhl ""r`wv'wthhl:w`wv' Household longitudinal weight""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1554,***Individual weight without non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1556,gen r`wv'wtresp = INDV_weight   if inw`wv' ==1,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1557,"label variable r`wv'wtresp ""r`wv'wtresp:w`wv' Individual weight without non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1559,***Individual weight with HH non-response adjustment****,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1562,"label var r`wv'wtrespa ""r`wv'wtrespa:w`wv' Individual weight with HH non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1564,***Individual weight with HH/Ind non-response adjustment,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1566,"label var r`wv'wtrespb ""r`wv'wtrespb:w`wv' Individual weight with HH/Ind non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1569,***Individual biomarker weight with HH/Ind non-response adjustment***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1571,"label var r`wv'wtrespbiob ""r`wv'wtrespbiob:w`wv' Individual biomarker weight with HH/Ind non-response adjustment""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,weight,codebook_or_dofile_text,line 1573,***Individual longitudinal weight,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1794,****drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1836,***merge with psu file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2291,***drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2316,***merge with psu file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2803,***drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 15178,****merge with psu data file*****,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 16192,****drop CHARLS PSU raw file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 16266,****merge with psu data file*****,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 17274,****drop CHARLS psu data file raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_C/H_CHARLS_C_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 37,"global wave_1_psu			  ""`inputw1'/psu""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 55,"global wave_2_psu			  ""`inputw2'/PSU""",/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1174,***merge with psu file,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1632,****drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 1666,***merge with psu file,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2211,****drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2248,***merge with psu file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2394,***drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2422,***merge with psu file,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2927,***drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 2952,***merge with psu file,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 3452,***drop CHARLs psu raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 21486,****merge with psu data file*****,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 22472,****drop CHARLS PSU raw file***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 22536,****merge with psu data file*****,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
CHARLS,psu,codebook_or_dofile_text,line 23553,****drop CHARLS psu data file raw variables***,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_do_file.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 34,"For the fortieth edition (January 2024), the Wave 10 core dataset and pensions grid dataset have been added to the study, along with the questionnaire documentation. The core dataset contains all core variables but does not contain longitudinal or cohort weights. Users should note that in Wave 10, t",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-5050-stata/read5050.htm,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 1,"<!DOCTYPE HTML PUBLIC '-//W3C//DTD HTML 4.01//EN'><html><head><title>Title Page</title><meta http-equiv='Content-Type' content='text/html; charset=iso-8859-1'><style type='text/css'>h1 { margin:0px 0px 0px 0px; padding:0px; font-size:large; font-weight:900; font-family:arial,sans-serif; text-align:l",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-5050-stata/mrdoc/UKDA/UKDA_Study_5050_Information.htm,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 1,"<!DOCTYPE HTML PUBLIC '-//W3C//DTD HTML 4.01//EN'><html><head><title>Title Page</title><meta http-equiv='Content-Type' content='text/html; charset=iso-8859-1'><style type='text/css'>h1 { margin:0px 0px 0px 0px; padding:0px; font-size:large; font-weight:900; font-family:arial,sans-serif; text-align:l",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9081-stata/mrdoc/UKDA/UKDA_Study_9081_Information.htm,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 224,***Sampling Weights***,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,strata,codebook_or_dofile_text,line 226,***Round 1 stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,strata,codebook_or_dofile_text,line 229,"label variable r`rd'cstrat ""r`rd'cstrat:r`rd' COVID: hse stratification variable""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 238,***Analytical Weights***,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 240,"***Round 1 person-level cross-sectional weight, core sample",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 244,"label variable r`rd'covcwtresp ""r`rd'covcwtresp:r`rd' COVID: r person-level cross-sectional weight, core sample""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 248,"label variable s`rd'covcwtresp ""s`rd'covcwtresp:r`rd' COVID: s person-level cross-sectional weight, core sample""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 250,"***Round 1 person-level cross-sectional weight, core sample and partners",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 254,"label variable r`rd'covcwtrespp ""r`rd'covcwtrespp:r`rd' COVID: r person-level cross-sectional weight, core sample and partners""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 258,"label variable s`rd'covcwtrespp ""s`rd'covcwtrespp:r`rd' COVID: s person-level cross-sectional weight, core sample and partners""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 260,"***Round 1 person-level longitudinal weight, wave 9 base, core sample",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 263,"label variable r`rd'covlwt9cresp ""r`rd'covlwt9cresp:r`rd' COVID: r person-level longitudinal weight, wave 9 base, core sample""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 267,"label variable s`rd'covlwt9cresp ""s`rd'covlwt9cresp:r`rd' COVID: s person-level longitudinal weight, wave 9 base, core sample""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 504,***Sampling Weights***,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,strata,codebook_or_dofile_text,line 506,***Round 2 stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,strata,codebook_or_dofile_text,line 509,"label variable r`rd'cstrat ""r`rd'cstrat:r`rd' COVID: hse stratification variable""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 518,***Analytical Weights***,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 520,"***Round 2 person-level cross-sectional weight, core sample",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 524,"label variable r`rd'covcwtresp ""r`rd'covcwtresp:r`rd' COVID: r person-level cross-sectional weight, core sample""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 528,"label variable s`rd'covcwtresp ""s`rd'covcwtresp:r`rd' COVID: s person-level cross-sectional weight, core sample""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 530,"***Round 2 person-level cross-sectional weight, core sample and partners",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 534,"label variable r`rd'covcwtrespp ""r`rd'covcwtrespp:r`rd' COVID: r person-level cross-sectional weight, core sample and partners""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
ELSA,weight,codebook_or_dofile_text,line 538,"label variable s`rd'covcwtrespp ""s`rd'covcwtrespp:r`rd' COVID: s person-level cross-sectional weight, core sample and partners""",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/UKDA-9228-stata/code/stata/h_elsa_covid_long.do,text mention; manual mapping required
