source_path,source_layer,wave_hint,file_type,variable,variable_label,candidate_category,qualifies_for_strict_functional,nonmissing,sample_values,has_mergeid,strict_wave1_evidence
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s7toilta,s7toilta:w7 S Some Diff-Using the toilet,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s7uppermob,s7uppermob:w7 S Some Diff-3 item upper body mobility summary /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s7uppermoba,s7uppermoba:w7 S Any Diff-3 item upper body mobility summary /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s7uppermobm,s7uppermobm:w7 S Missings in 3 item upper body mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s7walk100a,s7walk100a:w7 S Some Diff-Walk 100m,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s7walkra,s7walkra:w7 S Some Diff-Walk across room,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adla,s8adla:w8 S Some Diff-ADLs:Wallace /0-5,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adlaa,s8adlaa:w8 Whether S Has Any Diff-Wallace 5 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adlfivea,s8adlfivea:w8 Whether S Has Any Diff-5 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adltot_s,s8adltot_s:w8 S Some Diff-ADLs /0-6,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adltota_s,s8adltota_s:w8 Whether S Has Any Diff-All ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adlwa,s8adlwa:w8 S Some Diff-ADLs:Wallace /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8adlwaa,s8adlwaa:w8 Whether S Has Any Diff-Wallace 3 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8batha,"s8batha:w8 S Some Diff-Bathing, shower",strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ccflangperf,s8ccflangperf:w8 ImpFlag: S relative performance when 10: language,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ccfmathperf,s8ccfmathperf:w8 ImpFlag: S relative performance when 10: mathematics,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ccheating,s8ccheating:w8 S features of accommodation when 10: central heating,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8cclangperf,s8cclangperf:w8 S relative performance when 10: language,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ccmathperf,s8ccmathperf:w8 S relative performance when 10: mathematics,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8cctoilet,s8cctoilet:w8 S features of accommodation when 10: inside toilet,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8chaira,s8chaira:w8 S Some Diff-Get up fr chair,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8dadliv,s8dadliv:w8 s father alive,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8domhand,s8domhand:w8 s grip strength dominant hand,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8dressa,s8dressa:w8 S Some Diff-Dressing,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8eata,s8eata:w8 S Some Diff-Eating,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8fall_s,s8fall_s:w8 S bothered by a fall last 6 mo.,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8gripcomp,s8gripcomp:w8 s willing and able to complete grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8gripeff,s8gripeff:w8 amount effort s gave grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8gripothr,s8gripothr:w8 s didn't complete grip: other reason,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8grippos,s8grippos:w8 s's position for grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8gripref,s8gripref:w8 s didn't complete grip: refused,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8griprsta,s8griprsta:w8 s rested arms on a support during grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8gripsft,s8gripsft:w8 s didn't complete grip: unsafe/health reason,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8gripsum,s8gripsum:w8 s dominant hand grip strength(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8griptryu,s8griptryu:w8 s didn't complete grip: tried but unable,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadla,s8iadla:w8 S Some Diff-IADLs: /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadlaa,s8iadlaa:w8 Whether S Has Any Diff-3 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadlfour,s8iadlfour:w8 S Some Diff-IADLs/0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadlfoura,s8iadlfoura:w8 Whether S Has Any Diff-4 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadltot1_s,s8iadltot1_s:w8 S Any Diff-total IADLs/0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadltot1a_s,s8iadltot1a_s:w8 Whether S Has Any Diff-7 total IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadltot2_s,s8iadltot2_s:w8 S Any Diff-total IADLs/0-9,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadltot2a_s,s8iadltot2a_s:w8 Whether S Has Any Diff-9 total IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadlza,s8iadlza:w8 S Some Diff-IADLs: /0-5,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8iadlzaa,s8iadlzaa:w8 Whether S Has Any Diff-5 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8lgrip,s8lgrip:w8 s maximum left hand grip measurement(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8lgrip1,s8lgrip1:w8 s left hand grip measurement 1(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8lgrip2,s8lgrip2:w8 s left hand grip measurement 2(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8lowermob,s8lowermob:w8 S Some Diff-4 item lower body mobility summary /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8lowermoba,s8lowermoba:w8 S Any Diff-4 item lower body mobility summary /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8lowermobm,s8lowermobm:w8 S Missings in 4 item lower body mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mealsa,s8mealsa:w8 S Some Diff-Prepare hot meal,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mobilb,s8mobilb:w8 S Some Diff-Mobility /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mobilba,s8mobilba:w8 S Any Diff-Mobility / 0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mobilbm,s8mobilbm:w8 S Missings in mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mobilsev,s8mobilsev:w8 S Some Diff-7 item mobility summary /0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mobilseva,s8mobilseva:w8 S Any Diff-7 item mobility summary /0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8mobilsevm,s8mobilsevm:w8 S Missings in 7 item mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8racaany,s8racaany:w8 S recv any informal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8racany,s8racany:w8 s recv any care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8raccare,s8raccare:w8 S recv informal care from children for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8raccared_s,s8raccared_s:w8 S freq recv informal care from children for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rafaany,s8rafaany:w8 s recv any formal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rafcare,s8rafcare:w8 S recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rafcared_s,s8rafcared_s:w8 S freq recv informal care from non-relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rapcare,s8rapcare:w8 flag S recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rapcared_s,s8rapcared_s:w8 flag S freq recv informal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rapufcarehpw,s8rapufcarehpw:w8 hours/week s recv formal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rapufcarewpy,s8rapufcarewpy:w8 weeks/year s recv formal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rarcare,s8rarcare:w8 S recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rarcared_s,s8rarcared_s:w8 S freq recv informal care from relatives for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rascare,s8rascare:w8 S recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rascared_s,s8rascared_s:w8 S freq recv informal care from spouse for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rgrip,s8rgrip:w8 s maximum right hand grip measurement(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rgrip1,s8rgrip1:w8 s right hand grip measurement 1(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rgrip2,s8rgrip2:w8 s right hand grip measurement 2(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ricaany,s8ricaany:w8 S recv any outside informal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ricany,s8ricany:w8 s recv any care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8riccare,s8riccare:w8 S recv informal care from outside children/grandchildren for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rifaany,s8rifaany:w8 s recv any formal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rifcare,s8rifcare:w8 S recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rifcared_s,s8rifcared_s:w8 S freq recv informal care from outside non-relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ripcare,s8ripcare:w8 flag S recv informal care from outside professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ripufcarehpw,s8ripufcarehpw:w8 hours/week s recv formal care from professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8ripufcarewpy,s8ripufcarewpy:w8 weeks/year s recv formal care from professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rircare,s8rircare:w8 S recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8rircared_s,s8rircared_s:w8 S freq recv informal care from outside relatives for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8riscare,s8riscare:w8 S recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8riscared_s,s8riscared_s:w8 S freq recv informal care from outside spouse for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8toilta,s8toilta:w8 S Some Diff-Using the toilet,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8uppermob,s8uppermob:w8 S Some Diff-3 item upper body mobility summary /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8uppermoba,s8uppermoba:w8 S Any Diff-3 item upper body mobility summary /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8uppermobm,s8uppermobm:w8 S Missings in 3 item upper body mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8walk100a,s8walk100a:w8 S Some Diff-Walk 100m,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_备用.dta,raw_harmonized_share,,dta,s8walkra,s8walkra:w8 S Some Diff-Walk across room,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Wave 1 Release 9.0.0/sharew1_rel9-0-0_as.dta,raw_share_release,1,dta,as054d2,"Owe money: overdue bills (phone, electricity, heating, rent)",strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Wave 1 Release 9.0.0/sharew1_rel9-0-0_dropoff.dta,raw_share_release,1,dta,q13_c,How often does general practitioner: ask about falling down,bridge_performance_or_frailty,0,0,,1,0
